Word|Kimchi Rank|TOPIK POS|TOPIK Definition|TOPIK Level|Yonsei Book
제안2|1660|명|提案|C|
내지1|84224|부|乃至|B|
교통비|13347||||3-1.csv
감히|1661|부|敢-|C|
달려오다|2452|동||B|
상담실|15671||||3-1.csv
직후|1665|명|直後|C|
비교1|2132|명|比較|B|
진학|9753||||3-1.csv
굿|1666||||
열차2||명|列車|B|
창피하다|2872|형|猖披-|C|3-1.csv
라인1|1669|명|line|C|
유난히|4652|부||B|
상쾌하다|5688|형|爽快-|C|3-1.csv
소리치다|1670|동||B|
잠들다|1721|동||B|
괴로워하다|6271|동||C|3-1.csv
실장|1671|명|室長|C|
즉시|2001|명|卽時|B|
식욕|7146|명|食慾|C|3-1.csv
성장하다1|1672|동|成長-|C|
탑2|2236|명|塔|B|
간편하다|5841|형|簡便-|C|3-1.csv
밝혀지다|1673|동||C|
건축1|3734|명|建築|B|
자연환경|13577|명|自然環境|C|3-1.csv
마무리하다|1675||||
떨어뜨리다|1922|동||B|
여드름|4794||||3-1.csv
처리2|1676|명|處理|C|
똑같이|41967|부||B|
수입하다2|6453|동|輸入-|B|3-1.csv
저렴하다|1677||||
말5||명|동물|B|
경력2|2877|명|經歷|C|3-1.csv
아우|1679||||
밀가루|3601|명||B|
쓰이다1|3093|동|글이 ~|B|3-1.csv
어휴|1680||||
벌리다1|8701|동|입을 ~|B|
영양5|98108|명|營養|C|3-1.csv
신동|1681||||
보고서|66193|명|報告書|B|
초청장|25125|명|招請狀|B|3-1.csv
특이하다|1682|형|特異-|C|
보관하다|2560|동|保管-|B|
낯|7348||||3-1.csv
코스|1684|명|course|C|3-1.csv
부딪치다|3040|동||B|
장학금|6418|명|奬學金|B|3-1.csv
티|1685||||
빨래|38416|명||B|
되게|42012|부||B|3-1.csv
증가하다1|1687|동|增加-|C|
식용유|9022|명|食用油|B|
예의6|3652|명|禮儀|C|3-1.csv
해내다|1688|동||C|
산소3|3613|명|酸素|B|
낮추다|2305|동||C|3-1.csv
두렵다1|1689|형||C|
석유1|5120|명|石油|B|
안기다1|4313|동|'안다'의 피동사|C|3-1.csv
언급하다|1692||||
장25||명|章|B|
자세하다1|4380|형|仔細-|C|3-1.csv
아이씨|1693||||
적13||명|敵|B|
실망하다2|2806|동|失望-|C|3-1.csv
꼬리1|1695|명||C|
찌르다|2970|동||B|
상대방에게|||||3-1.csv
불쌍하다|1696|형||B|
책임자|4217|명|責任者|B|
가렵다|10887||||3-1.csv
끼치다|1698||||
확대되다2|3281|동|擴大-|B|
녹이다|9062|동||C|3-1.csv
정권|1700||||
별2||관|別|B|
안과2|29367|명|眼科|C|3-1.csv
하트|1701||||
보람|15746|명||B|
정기7|6838|명|定期|C|3-1.csv
괴롭히다|1702|동||C|
부작용|3243|명|副作用|B|
수도9|3913|명|首都|C|3-1.csv
경남|1706||||
신고1|19474|명|申告|B|
일상생활|4886|명|日常生活|B|3-1.csv
슈퍼|1707||||
이상9||명|理想|B|
동문서답|37549||||3-1.csv
금리|1708||||
주먹|1883|명||B|
여가3|28719|명|餘暇|C|3-1.csv
추가하다|1709|동|追加-|C|
털다|1975|동||B|
씻기다1|9256|동|비에 ~|C|3-1.csv
맺다|1711|동||C|
근무|2494|명|勤務|B|3-1.csv
씻기다2||동|아이를 ~|C|3-1.csv
호흡|1712|명|呼吸|C|
달아나다|2556|동||B|
주고받다|2352|동||C|3-1.csv
금액2|1713|명|金額|C|
우리말|5812|명||B|
후회스럽다|22126||||3-1.csv
물가2|1714|명|物價|C|
유교2|12049|명|儒敎|B|
노약자|17989||||3-1.csv
깨닫다|1718|동||C|
이성8|52295|명|理性|B|
판매자|9957||||3-1.csv
권력|1719||||
일상4|77374|명|日常|B|
끼이다|35361||||3-1.csv
제도|1722||||
장래|8334|명|將來|B|
상영관|||||3-1.csv
크림|1726|명|cream|C|
중요성|4416|명|重要性|B|
처방하다|11212||||3-1.csv
여당|1728||||
탤런트|10306|명|talent|B|
눕히다|5810||||3-1.csv
판결|1729|명|判決|C|
과학적|3649|명|科學的|B|
평화롭다|3216|형|平和-|C|3-1.csv
긴장하다|1730|동|緊張-|B|
지다2|10874|동|해가 ~|B|3-1.csv
신입생|6220|명|新入生|B|3-1.csv
자랑하다1|1734|동||B|
함부로|69430|부||B|
치수|12593||||3-1.csv
영혼2|1738|명|靈魂|C|
향기1|2814|명|香氣|B|
식비|12959||||3-1.csv
곧바로|1739|부||B|
현지3|54794|명|現地|B|
깜박하다|14078||||3-1.csv
수치|1744||||
가늘다|9411|형||B|
어기다1|11358|동||C|3-1.csv
안무|1747||||
근무하다|2619|동|勤務-|B|
짜다1|2755|동|관을 ~|C|3-1.csv
사망4|1749|명|死亡|C|
넓히다|3821|동||B|
환상적|4950||||3-1.csv
라이브|1751||||
대11||의|對. 개인 ~ 개인|B|
주의하다1|2167|동|注意-|C|3-1.csv
케이스|1755||||
발생|1760|명|發生|B|
상영하다|15966||||3-1.csv
특정|1758||||
소주5|1791|명|燒酒|B|
금연1|18110|명|禁煙|B|3-1.csv
영역3|1759|명|領域|C|
손바닥|2554|명||B|
필수2|2407|명|必須|C|3-1.csv
개미3|1762|명|곤충|C|
승용차|2700|명|乘用車|B|
_끼|||||3-1.csv
동의하다1|1764|동|同意-|C|
얹다|1863|동||B|
해결책|4301||||3-1.csv
타이밍|1766||||
줍다1|2934|동||B|
전용4|2470|명|專用|C|3-1.csv
이탈리아|1768||||
진출2|5483|명|進出|B|
관람하다|5839||||3-1.csv
블랙|1769||||
킬로그램|11423|의|kilogram|B|
음식물2|4597|명|飮食物|C|3-1.csv
바탕1|1771|명||C|
프로4||명|program|B|
신세대|19473|명|新世代|C|3-1.csv
중얼거리다|1772|동||C|
가루1|3871|명|분필 ~|B|
규칙적|8152|명|規則的|B|3-1.csv
황제|1773||||
건지다|5902|동||B|
의논하다|6775|동|議論-|C|3-1.csv
합치다|1774|동|合-|B|
슬픔|9541|명||B|
까다롭다|3859||||3-1.csv
욕2|1775|명|辱|C|
아무렇다|2399|형||B|
고급스럽다|3847|형|高級-|C|3-1.csv
거부하다|1776|동|拒否-|C|
이용되다|8279|동|利用-|B|
찾아뵈다|12567||||3-1.csv
긍정적|1777|명|肯定的|B|
이튿날|9255|명||B|
풍부하다|2825|형|豊富-|C|3-1.csv
뇌3|1779|명|腦|C|
임시2|3306|명|臨時|B|
신제품|6490|명|新製品|C|3-1.csv
당분간|1780|부|當分間|C|
팬3||명|pan|B|
안내원|20084||||3-1.csv
인마|1782||||
골목1|2322|명||B|
꽂히다|2634||||3-1.csv
인식|1783||||
돌아서다|5154|동||B|
켜지다|3019|동||B|3-1.csv
영웅|1784|명|英雄|C|
동화7|2550|명|童話|B|
차츰|5698|부||C|3-1.csv
애초1|1786|명|-初|C|
맞서다|4219|동||B|
팔리다|6292|동||B|3-1.csv
평가하다|1787|동|評價-|C|
모자라다|18958|동||B|
의류|7061|명|衣類|C|3-1.csv
예약|1788|명|豫約|B|
콤플렉스|13061|명|complex|B|
편의2|10901|명|便宜|C|3-1.csv
기대되다|1790|동|期待-|C|
그다음|8506|명||B|
등록증|26263|명|登錄證|C|3-1.csv
검토하다|1795||||
끓다|3062|동||B|
금주|19126||||3-1.csv
튀어나오다|1796|동||C|
날아오다|2976|동||B|
웃어른|27657|명||B|3-1.csv
토끼|1798|명||B|
담임|12168|명|擔任|B|
택배비|||||3-1.csv
판사1|1801|명|判事|C|
도중4|2358|명|途中|B|
들다2|||||3-1.csv
불과하다|1804|형|不過-|C|
모래1|29263|명||B|
통역|8051|명|通譯|C|3-1.csv
책임지다|1805|동||C|
아버님||명||B|
갑작스럽다|3095|형||C|3-1.csv
요청|1806|명|要請|B|
허용하다|4353|동|許容-|B|
졸업생|7421|명|卒業生|B|3-1.csv
부딪히다|1807|동||C|
각국|3636|명|各國|B|
아끼다|2426|동||C|3-1.csv
도로1|1808|부||B|
그려지다||동||B|
틀림없이|4166|부||C|3-1.csv
클럽|1810|명|club|C|
년도|2718|의|年度|B|
역무실|51108||||3-1.csv
요렇다|1811||||
다수|4295|명|多數|B|
상담1|2087|명|相談|C|3-1.csv
걱정되다|1814|동||B|
두드리다|4035|동||B|
겹치다|2289||||3-1.csv
제작2|1817|명|製作|C|
물음1|30160|명||B|
지루하다1|3489|형||C|3-1.csv
소송|1818||||
빌다1|2216|동|소원을 ~|B|
흡연|12613||||3-1.csv
그나마|1819|부||C|
스님|2887|명||B|
관리하다|3813|동|管理-|C|3-1.csv
초등학생|1821|명|初等學生|C|
썩다|3341|동||B|
고궁1|19403|명|古宮|C|3-1.csv
적절하다|1822|형|適切-|C|
어머님||명||B|
재킷|4025||||3-1.csv
뒤집다|1823|동||B|
엉뚱하다|3262|형||B|
공연하다2|4260|동|公演-|C|3-1.csv
타입2|1824|명|type|C|
여보1|14846|감||B|
쓸데없이|6464|부||C|3-1.csv
환영하다|1825|동|歡迎-|C|
조각5||명|彫刻|B|
후회하다|1997|동|後悔-|B|3-1.csv
액션|1826||||
해석4||명|解釋|B|
돌려서|||||3-1.csv
우승5|1827|명|優勝|B|
담그다|3048|동||B|
틈1|5653|명||C|3-1.csv
마약|1828|명|痲藥|C|
마음대로|22242|부||B|
건전지|10544||||3-1.csv
덧붙이다|1830|동||C|
며느리|4005|명||B|
유익하다|5256||||3-1.csv
오브|1831||||
발견1|2195|명|發見|B|
전시회|2940|명|展示會|C|3-1.csv
악마|1832||||
보고3|17721|명|報告|B|
관계없이|8236|부|關係-|C|3-1.csv
한계|1834|명|限界|C|
사용자|3580|명|使用者|B|
경력자|25581||||3-1.csv
으|1835||||
영원하다|2876|형|永遠-|B|
환불|8337||||3-1.csv
짚다1|1838|동||C|
우연히|2151|부|偶然-|B|
놀리다1|6751|동|흉을 보다|C|3-1.csv
비키다|1840|동||B|
정해지다||동|定-|B|
조심스럽다|2025|형|操心-|B|3-1.csv
장난감|1841|명||B|
칭찬|1877|명|稱讚|B|
갖추다2|||||3-1.csv
소속1|1842|명|所屬|C|
튼튼하다|2969|형||B|
풀다2|||||3-1.csv
울음|1845|명||B|
논의하다|2052|동|論議-|B|
지내보다|14619||||3-1.csv
물질2|1846|명|物質|C|
돌보다|2796|동||B|
읽히다1|6230|동|'읽다'의 피동사|B|3-1.csv
실시하다3|1848|동|實施-|C|
바닷가|4043|명||B|
거절|6941||||3-1.csv
추석1|1851|명|秋夕|C|
반하다3|5607|동|反-|B|
고층|8559||||3-1.csv
의상|1852||||
사원4||명|社員|B|
경기하다|14952||||3-1.csv
결코|1853|부|決-|C|
왠지||부||B|
자기소개|4567||||3-1.csv
웃음소리|1854|명||C|
익다1|1901|동|감이 ~|B|
알아주다|4377|동||C|3-1.csv
애니메이션|1855||||
제출하다2|2040|동|提出-|B|
혼이|||||3-1.csv
딱히|1856||||
피시3|16562|명|PC|B|
휴식2|2798|명|休息|C|3-1.csv
숙소2|1857|명|宿所|B|
흘러나오다|2298|동||B|
카센터|23282||||3-1.csv
국물|1859|명||B|
간단히|2888|부|簡單-|B|
오디션|2371||||3-1.csv
구역4|1860|명|區域|C|
강물|7255|명|江-|B|
템플|42761||||3-1.csv
지적하다|1861|동|指摘-|C|
리듬|3700|명|rhythm|B|
처방전|15485||||3-1.csv
저지르다|1862|동||C|
모니터|1950|명|monitor|B|
군데|23245|의||B|3-1.csv
시위4|1865|명|示威|C|
운6|1994|명|運|B|
인스턴트식품|37214||||3-1.csv
순위|1866|명|順位|C|
진하다1|4115|형|津-|B|
인원수|||||3-1.csv
제작하다2|1869|동|製作-|C|
회복하다|2855|동|回復-|B|
최신|30015|명|最新|C|3-1.csv
꿈꾸다|1870|동||B|
흘러가다|2690|동||B|
소비하다|7792|동|消費-|C|3-1.csv
집회|1871||||
흥미|2866|명|興味|B|
꾸다1||동|꿈을 ~|B|3-1.csv
추정되다|1872||||
내려다보다|2391|동||B|
속마음|6122|명||C|3-1.csv
돌려주다|1873|동||B|
눈썹|1977|명||B|
실생활|11781||||3-1.csv
노|1876||||
비닐|5829|명|vinyl|B|
감동적|4996|명|感動的|C|3-1.csv
답변|1878|명|答辯|C|
털|3086|명||B|
한옥|8670||||3-1.csv
산업|1880|명|産業|C|
수표1|10039|명|手票|B|
착각하다|2956|동|錯覺-|C|3-1.csv
귤|1881|명|橘|C|
얘3||불|이 아이|B|
커닝|24997||||3-1.csv
도저히|1882|부|到底-|C|
어머||감||B|
굶다|3773|동||C|3-1.csv
사망자|1886||||
테이프|2764|명|tape|B|
귀하다|7212|형|貴-|C|3-1.csv
애플|1888||||
간장1|2241|명|-醬|B|
학력2|7986|명|學歷|C|3-1.csv
출시하다|1889||||
국어1|3785|명|國語|B|
냉방|19418|명|冷房|C|3-1.csv
탄핵|1890||||
동양3|7834|명|東洋|B|
강의2|2534|명|講義|C|3-1.csv
추진하다2|1891|동|推進-|C|
악기5|3274|명|樂器|B|
다행스럽다|11124||||3-1.csv
유리10|1892|명|琉璃|B|
치우다1|11245|동||B|3-1.csv
추천서|21269||||3-1.csv
완료|1893||||
피로2|11159|명|疲勞|B|
화해하다|7802||||3-1.csv
짱|1894||||
따르다2||동|물을 ~|B|
접수|4207||||3-1.csv
대결|1896||||
부자8|2124|명|富者|B|
품질3|4225|명|品質|C|3-1.csv
경쟁|1897|명|競爭|C|
손자1|4246|명|孫子|B|
구하다2|||||3-1.csv
창고1|1898|명|倉庫|B|
신랑2|3797|명|新郞|B|
진찰실|35099||||3-1.csv
트럭|1899|명|truck|C|
제법1|2201|부||B|
시급|13189||||3-1.csv
판정|1900||||
화가3|6049|명|畵家|B|
일정표|21909||||3-1.csv
의문2|1902|명|疑問|C|
멀어지다|2092|동||B|
넉넉하다|4536|형||C|3-1.csv
플랫폼|1906||||
야채|2947|명|野菜|B|
입사하다4|8012|동|入社-|C|3-1.csv
재능|1907|명|才能|C|
전부5|2016|명|全部|B|
뜻대로|37969|부||C|3-2.csv
