Word|Kimchi Rank|TOPIK POS|TOPIK Definition|TOPIK Level|Yonsei Book
그다지|90703|부||B|3-1
정치적|1404|명|政治的|B|
고장01||명|지역|B|
일자리|2159|명||C|3-1
긴장되다|1405|동|緊張-|C|3-1
밀다01||동||B|
관람객|5298|명|觀覽客|C|3-1
잔뜩|1406|부||B|3-1
음01||감||B|
깨우다|2453||||3-1
유|1407||||
고려하다01||동|考慮-|B|
합격하다|3791|동|合格-|C|3-1
어색하다|1410||||
농촌|11330|명|農村|B|
알레르기|5525||||3-1
대응|1411||||
고르다01||동|뽑다|B|
수집하다|4335||||3-1
추천|1412||||
바르다01||동|벽지를 ~|B|
골고루|4237|부||C|3-1
설치하다|1413||||
벌어지다02||동|싸움이 ~|B|
핸들|||||3-1
실패|1415||||
포기하다01||동|抛棄-|B|
늦추다|7141||||3-1
인정|1417||||
고치다01||동||B|
안내서|24924||||3-1
분노|1418|명|憤怒|C|
다하다|2377|동||B|
술자리|6310|명||B|3-1
감다|1419||||
마침내|1638|부||B|
체온|5892|명|體溫|C|3-1
묶다|1420|동||B|
커지다|1727|동||B|
콘센트|12958||||3-1
무리|1421||||
한쪽|58314|명||B|
영양제|6695||||3-1
쿠션|1422||||
검사03||명|檢査|B|
수납|7084||||3-1
어이|1424||||
맡기다|1649|동||B|
수리|4329||||3-1
감사|1426||||
소문02||명|所聞|B|
공공장소|12712||||3-1
구독|1427||||
싣다01||동||B|
다다익선|32197||||3-1
작전|1428||||
제목02||명|題目|B|
세계적|1458|명|世界的|B|3-1
완성|1429||||
짓01||명||B|
정원|1560||||3-1
확보하다|1430||||
군대03||명|軍隊|B|
길거리|3400|명||B|3-1
알아내다|1431|동||C|
그만큼|12882|부||B|
게으르다|7922|형||C|3-1
가리키다|1432||||
무어01||대||B|
오픈카|||||3-1
덮다|1433|동||B|
상대방02||명|相對方|B|
재학|13009||||3-1
귀찮다|1434|형||C|3-1
실수01||명|失手|B|
찾아다니다|5342|동||C|3-1
쯧|1435||||
폭06||명|幅|B|
그렇지||감||B|3-1
임무|1436||||
내밀다|1460|동||B|
입히다|2138|동||C|3-1
대표적|1438|명|代表的|B|3-1
맞다03||동|매를 ~|B|
헬스클럽|20606||||3-1
똥|1439||||
임신02||명|妊娠|B|
일반|94137||||3-1
광주|1441|고|光州|B|
잡히다02||동|'잡다'의 피동사|B|
입학식|11519||||3-1
아깝다|1444|형||C|3-1
그램|20194|의|gram|B|
대강|8750||||3-1
농담|1446||||
밭01||명||B|
특가|17456||||3-1
파리|1447|고|Paris|B|
분석하다02||동|分析-|B|
근육이|||||3-1
불구하다|1448||||
식구01||명|食口|B|
장난|1611|명||C|3-1
신규|1449|명|新規|C|
울리다01||동|종이 ~|B|
적당히|1732|부|適當-|B|3-1
아아|1452||||
글자|2066|명|-字|B|
신기다|37689||||3-1
지적|1453||||
연구하다02||동|硏究-|B|
조리|78763||||3-1
응원하다|1454||||3-1
부동산|3717|명|不動産|B|
경비|3940||||3-1
청년|1461|명|靑年|B|
조상07||명|祖上|B|
급히|3156|부|急-|C|3-1
소년|1464||||
검다02||형|색깔이 ~|B|
직접적으로|||||3-1
상상하다|1465||||3-1
곁01||명||B|
질|18944||||3-1
통과하다|1467|동|通過-|C|
따다01||동|떼다|B|
큰일|2780||||3-1
마주치다|1468|동||C|
문제점|3907|명|問題點|B|
편식|17492||||3-1
경북|1470||||
인제01||부||B|
저층|27467||||3-1
뻗다|1472|동||B|
충격02||명|衝擊|B|
경기장|3063|명|競技場|B|3-1
집중|1473||||
금방01||부|今方|B|
이심전심|32249||||3-1
사과하다|1474||||
누르다01||동|힘을 가하다|B|
유지|15230||||3-1
시체|1475||||
미술|7788|명|美術|B|
가입하다|3180|동|加入-|C|3-1
로|1476||||
꽤01||부||B|
곤란하다|2113|형|困難-|C|3-1
발사|1477||||
한참|57164|명||B|
과식|18287||||3-1
제공|1479||||
넘어가다01||동||B|
자부심|5457|명|自負心|C|3-1
협상|1481||||
담기다01||동|담다|B|
따로따로|10170||||3-1
색|1484||||
서두르다|3961|동||B|
이사|54640||||3-1
원장|1485||||
충분하다01||형|充分-|B|
속이다|6107|동||C|3-1
이따|1486||||
기쁨|6796|명||B|
엠티|22754||||3-1
활동하다|1487||||3-1
깊이02||부||B|
난방|8628||||3-1
플레이어|1488||||
꾸미다|2505|동||B|
횡설수설|26255||||3-1
연결되다|1489|동|連結-|B|
늘리다|2944|동||B|
재학생|12786||||3-1
데이터|1490||||
이용01||명|利用|B|
게시판|3254|명|揭示板|C|3-1
뜯다|1491|동||C|
지르다03||동|소리를 ~|B|
생년월일|14449||||3-1
학습|1492|명|學習|B|
걸음|8619|명||B|
진통제|10121||||3-1
따라오다|1493|동||B|
겨우|56704|부||B|3-1
안전띠|12724||||3-1
모드|1494||||
마르다01||동||B|
고집이|||||3-1
너무너무|1495||||
비교적|2748|부|比較的|B|
간식|1506||||3-1
넘기다|1496|동||C|
늙다|1867|동||B|
과음|25377||||3-1
개념|1497||||
상상07||명|想像|B|
찍히다|1530||||3-1
놔두다|1498|동|놓아두다|C|
뜨다05||동|눈을 ~|B|
선반|5016||||3-1
짜증|1499|명||B|
중간01||명|中間|B|
과목|2811||||3-1
반복하다|1500||||
몹시|2805|부||B|
합창|11034||||3-1
참가자|1501||||
넘어서다|3467|동||B|
존경하다|3724|동|尊敬-|C|3-1
힘주다|1502||||
언젠가|7423|부||B|
오해하다|2767||||3-1
인근|1503|명|隣近|C|
예술가|5097|명|藝術家|B|
양보하다|4566|동|讓步-|B|3-1
머리카락|1505|명||B|
한두||관||B|
상하다|4510||||3-1
바퀴|1507||||
흙01||명||B|
겁이|||||3-1
틀다|1508|동||B|
가난하다|1910|형||B|
그만|4711||||3-1
백신|1509||||
고객04||명|顧客|B|
다행이다|||||3-1
자신감|1510|명|自信感|C|
과학자|2222|명|科學者|B|
감추다|1864|동||C|3-1
그놈|1511|대||C|
관광02||명|觀光|B|
끊기다|4959|동||C|3-1
걸치다|1512|동||C|
수술05||명|手術|B|
어떡하다||불|어떠하게 하다|B|3-1
잇따르다|1513|동||C|
식품01||명|食品|B|
플러그|13079||||3-1
세금|1514||||
연기10||명|演技|B|
단독|1781||||3-1
내부|1515||||
회원|2574|명|會員|B|3-1
앓다|2775|동||B|3-1
데프콘|1516||||
들려오다|1533|동||B|
홈스테이|24316||||3-1
화제|1517||||
조금씩|17146|부||B|
단점|2026||||3-1
명령|1518||||
풀리다|3723|동||B|3-1
국악|10552||||3-1
식물|1519||||
들여다보다|1527|동||B|
가죽|3433||||3-1
공룡|1520||||
마늘|1803|명||B|
들키다|1802||||3-1
갇히다|1522|동||C|3-1
맨01||관||B|
회복|2522|명|回復|C|3-1
데뷔|1523||||
상처02||명|傷處|B|
판매하다|2060|동|販賣-|B|3-1
연결|1524||||
좁다01||형||B|
쇼핑백|10920||||3-1
미션|1526||||
집다01||동||B|
내내|66299||||3-1
드래곤|1528||||
군04||의|君|B|
교류|4767||||3-1
리뷰|1529||||
만일01||명|萬一|B|
갖추다1|1971|동||C|3-1
따위|1531||||
생겨나다|3044|동||B|
쇼핑몰|3753||||3-1
우유|1534||||
주부03||명|主婦|B|
증명서|15867||||3-1
성능|1537||||
태양02||명|太陽|B|
찢어지다|2481|동||C|3-1
넘어지다|1538|동||B|
틀림없다|2926|형||B|
유실물|30130||||3-1
시청자|1539|명|視聽者|B|
프로03||명|professional|B|
걱정스럽다|5085|형||B|3-1
관객|1540|명|觀客|B|
피다01||동|꽃이 ~|B|
특기|6410||||3-1
보호하다|1542|동|保護-|C|
도로07||명|道路|B|
하도|38775||||3-1
지점|1543||||
지다05||동|등에 ~|B|
진찰|19847||||3-1
확인|1544||||
채우다03||동|자리를 ~|B|
연날리기|22900||||3-1
욕심|1545|명|欲心|B|
부족05||명|部族|B|
꺼지다|1850||||3-1
박스|1546|명|box|B|
달리다01||동|문에 종이 ~|B|
충고|7523|명|忠告|C|3-1
전원|1547||||
총장01||명|總長|B|
일시|||||3-1
영원히|1550|부|永遠-|B|
단순히|1875|부|單純-|B|
진료|3051|명|診療|C|3-1
운전자|1551|명|運轉者|B|
달려가다|1829|동||B|
당일|5634||||3-1
방문|1552||||
방문03||명|訪問|B|
이대로||부||C|3-1
측면|1554||||
불만|7785|명|不滿|B|
개통하다|15358||||3-1
뚫다|1555|동||C|
불편하다01||형|不便-|B|
성별|5619||||3-1
물론|1556||||
실제02||명|實際|B|
운동량이|||||3-1
평화|1558||||
종09||명|種|B|
공연장|5057|명|公演場|C|3-1
통|1559||||
피02||명|~를 흘리다|B|
피로가|||||3-1
반대하다|1561||||
막01||부|바로 지금|B|
음주|4388|명|飮酒|C|3-1
여유|1562|명|餘裕|B|3-1
밀리미터|24843|의|millimeter|B|
윷놀이|12100||||3-1
정체|1563||||
열07||명|熱|B|
안심|4086||||3-1
디테일|1564||||
계산01||명|計算|B|
안색|7377||||3-1
깔다|1566|동||C|
예전01||명||B|
들르다|5061|동||B|3-1
이끌다|1567|동||C|
저05||감||B|
체험하다|2945|동|體驗-|C|3-1
환호|1568||||
전기15||명|電氣|B|
않아도|||||3-1
설정|1569||||
틀리다01||동|답이 ~|B|
스테이|5382||||3-1
확률|1570||||
고모01||명|姑母|B|
양국|3798||||3-1
턱|1571||||
궁금하다01||형||B|
우정|2420||||3-1
운영|1572||||
딱03||부|바라진 모양|B|
역사적|2830|명|歷史的|B|3-1
셈|1573||||
약하다01||형|弱-|B|
당황스럽다|4078||||3-1
대비|1575||||
부족01||명|不足|B|
_차|||||3-1
출발|1576|명|出發|B|
달다03||동|단추를 ~|B|
실용적|9315||||3-1
투|1577||||
굽다01||동|익히다|B|
첫인상|5592||||3-1
은혜|1578||||
기름01||명||B|
근데|50423||||3-1
자세|1581||||
기억하다02||동|記憶-|B|
연주회|11446||||3-1
도쿄|1582||||
토론01||명|討論|B|
신혼부부|9515|명|新婚夫婦|B|3-1
의심하다|1583|동|疑心-|B|
고급02||명|高級|B|
피부과|6166||||3-1
다가가다|1584|동||B|
고생|1618|명|苦生|B|
신형|5776||||3-1
수상하다|1585||||
미치다01||동|정신에 이상이 생기다|B|
정형외과|18239||||3-1
향|1586||||
이뤄지다|1599|동||B|
입장료|6965||||3-1
데이트|1587|명|date|C|
정상11||명|頂上|B|
새내기|93745||||3-1
탄식|1588||||
굵다|3349|형||B|
종량제|22220||||3-1
성장|1589||||
깨끗이|3880|부||B|
속다|3637||||3-1
글쎄|1590||||
낡다01||형||B|
아이쇼핑|||||3-1
지혜|1591||||
붉다01||형||B|
조사하다|2602||||3-1
전통|1592||||3-1
아무래도|74494|부||B|
조언|3428||||3-1
칸|1593||||
연구소|3544|명|硏究所|B|
대사|1686||||3-1
전기|1597||||
이사14||명|移徙|B|
까먹다|2383|동||C|3-1
소설|1598||||
섬03||명||B|
교통비|13347||||3-1
모|1602||||
이하02||명|以下|B|
상담실|15671||||3-1
대비하다|1604||||
해결02||명|解決|B|
진학|9753||||3-1
억울하다|1605|형|抑鬱-|C|
행복02||명|幸福|B|
창피하다|2872|형|猖披-|C|3-1
비율|1606||||
근로자|4000|명|勤勞者|B|
상쾌하다|5688|형|爽快-|C|3-1
정식|1607||||
글쎄01||감||B|
입학|4516|명|入學|B|3-1
부위|1609||||
변화하다|4799|동|變化-|B|
증상|1674||||3-1
베이스|1612||||
결정되다01||동|決定-|B|
괴로워하다|6271|동||C|3-1
레|1613||||
불안01||명|不安|B|
식욕|7146|명|食慾|C|3-1
종|1614||||
킬로미터|5167|의|kilometer|B|
간편하다|5841|형|簡便-|C|3-1
주년|1615||||
파도|2469|명|波濤|B|
자연환경|13577|명|自然環境|C|3-1
비판하다|1616|동|批判-|B|
단09||관|單|B|
여드름|4794||||3-1
인류|1619||||
숨다01||동||B|
울리다|2962||||3-1
군|1620||||
예금01||명|預金|B|
수입하다|6453||||3-1
빠져나가다|1623|동||C|
물다02||동|담배를 ~|B|
경력|2877||||3-1
휴대폰|1624||||
어느새|1959|부||B|
쓰이다|3093||||3-1
워싱턴|1625||||
초07||의|秒|B|
알아듣다|3518|동||B|3-1
신고하다|1626||||
반대하다01||동|反對-|B|
영양|98108||||3-1
체험|1627|명|體驗|C|
아이고||감||B|
초청장|25125|명|招請狀|B|3-1
그림|1628||||
가스|3326|명|gas|B|
낯을|||||3-1
긴장|1629|명|緊張|B|
만화10||명|漫畵|B|
장학금|6418|명|奬學金|B|3-1
기존|1630||||
먹이다|4649|동||B|
되게|42012|부||B|3-1
겁|1631||||
무시하다|1632|동|無視-|B|
예의|3652||||3-1
대|1633||||
살짝01||부||B|
낮추다|2305|동||C|3-1
하여튼|1634|부|何如-|B|
차갑다|1905|형||B|
안기다|4313||||3-1
온도|1636|명|溫度|B|
관찰하다|2185|동|觀察-|B|
자세하다|4380||||3-1
떡볶이|1639|명||B|
끼다03||동|끼우다|B|
실망하다|2806||||3-1
스튜디오|1641|명|studio|C|
날개01||명||B|
상대방에게|||||3-1
지식|1642||||
눈빛01||명|~이 매섭다|B|
가렵다|10887||||3-1
야당|1643||||
단지08||명|團地|B|
녹이다|9062|동||C|3-1
대장|1644||||
물속|3317|명||B|
안과|29367||||3-1
꼬마|1646|명||C|
소나무|4855|명||B|
정기|6838||||3-1
닫히다|1647|동||B|3-1
머무르다|5327|동||B|
수도|3913||||3-1
버전|1648||||
싸다01||동|보자기에 ~|B|
일상생활|4886|명|日常生活|B|3-1
요구|1650||||
형제01||명|兄弟|B|
동문서답|37549||||3-1
묻히다|1651||||
딴03||관|~ 일|B|
여가|28719||||3-1
기도하다|1652||||
몇몇|2337|관||B|
씻기다1|9256||||3-1
왕자|1653||||
안전03||명|安全|B|
씻기다2||동|아이를 ~|C|3-1
안경|1654||||
이상12||명|異常|B|
주고받다|2352|동||C|3-1
샷|1655||||
가지01||명|~를 치다|B|
코스|1684|명|course|C|3-1
꾸준히|1656|부||B|
감다01||동|눈을 ~|B|
후회스럽다|22126||||3-1
데려가다|1657|동||B|
고추01||명||B|
노약자|17989||||3-1
최악|1658|명|最惡|C|
규칙02||명|規則|B|
판매자|9957||||3-1
매니저|1659||||
아마도|55068|부||B|
끼이다|35361||||3-1
제안|1660||||
안방02||명|-房|B|
상영관|||||3-1
감히|1661|부|敢-|C|
오직01||부||B|
한꺼번에|2476|부||B|3-1
의하다|1663||||
자신02||명|自信|B|
처방하다|11212||||3-1
경험하다|1664|동|經驗-|B|
포함되다01||동|包含-|B|
눕히다|5810||||3-1
직후|1665|명|直後|C|
호랑이|4055|명|虎狼-|B|
평화롭다|3216|형|平和-|C|3-1
굿|1666||||
덜01||부||B|
신입생|6220|명|新入生|B|3-1
라인|1669||||
둥글다01||형||B|
치수|12593||||3-1
소리치다|1670|동||B|
본래|4493|명|本來|B|
식비|12959||||3-1
실장|1671|명|室長|C|
세금01||명|稅金|B|
깜박하다|14078||||3-1
성장하다|1672||||
입구02||명|入口|B|
조건|||||3-1
밝혀지다|1673|동||C|
적극|3538|명|積極|B|
어기다|11358||||3-1
마무리하다|1675||||
최소한|4472|명|最小限|B|
짜다|2755||||3-1
처리|1676||||
또다시|1785|부||B|
환상적|4950||||3-1
저렴하다|1677||||
위반03||명|違反|B|
근무|2494|명|勤務|B|3-1
날개|1678||||
몰다01||동||B|
주의하다|2167||||3-1
아우|1679||||
배우01||명|俳優|B|
상영하다|15966||||3-1
어휴|1680||||
알01||명||B|
금연|18110||||3-1
신동|1681||||
앞서다|8205|동||B|
필수|2407||||3-1
특이하다|1682|형|特異-|C|
오래전|3835|명|-前|B|
_끼|||||3-1
총장|1683||||
자격04||명|資格|B|
해결책을|||||3-1
티|1685||||
계단04||명|階段|B|
전용|2470||||3-1
증가하다|1687||||
끄덕이다|9485|동||B|
관람하다|5839||||3-1
해내다|1688|동||C|
높이01||명||B|
음식물|4597||||3-1
두렵다|1689||||
마음속|1982|명||B|
신세대|19473|명|新世代|C|3-1
담기다|1691||||
뼈|2923|명||B|
규칙적|8152|명|規則的|B|3-1
언급하다|1692||||
장사01||명||B|
의논하다|6775|동|議論-|C|3-1
아이씨|1693||||
제한01||명|制限|B|
까다롭다|3859||||3-1
꼬리|1695||||
차다02||동|공을 ~|B|
과제|2122||||3-1
불쌍하다|1696|형||B|
취하다03||동|醉-|B|
고급스럽다|3847|형|高級-|C|3-1
공사|1697||||
콩01||명||B|
찾아뵈다|12567||||3-1
끼치다|1698||||
한숨02||명|~을 쉬다|B|
화를|||||3-1
바위|1699||||
너머|2143|명||B|
풍부하다|2825|형|豊富-|C|3-1
정권|1700||||
동기07||명|動機|B|
신제품|6490|명|新製品|C|3-1
하트|1701||||
살01||명|~을 빼다|B|
안내원|20084||||3-1
괴롭히다|1702|동||C|
순수하다02||형|純粹-|B|
꽂히다|2634||||3-1
자격|1705||||
집중02||명|集中|B|
켜지다|3019|동||B|3-1
경남|1706||||
큰일01||명|중대한 일|B|
차츰|5698|부||C|3-1
슈퍼|1707||||
대단히|2435|부||B|
팔리다|6292|동||B|3-1
금리|1708||||
마주01||부||B|
의류|7061|명|衣類|C|3-1
추가하다|1709|동|追加-|C|
온통|3340|부||B|
편의|10901||||3-1
맺다|1711|동||C|
정확히01||부|正確-|B|
등록증|26263|명|登錄證|C|3-1
호흡|1712|명|呼吸|C|
지치다01||동|일에 ~|B|
금주|19126||||3-1
금액|1713||||
혀01||명||B|
웃어른|27657|명||B|3-1
물가|1714||||
확대하다02||동|擴大-|B|
택배비|||||3-1
돌리다|1716||||
후춧가루|21670|명||B|
들다2|||||3-1
깨닫다|1718|동||C|
마침02||부||B|
통역|8051|명|通譯|C|3-1
권력|1719||||
신용01||명|信用|B|
갑작스럽다|3095|형||C|3-1
태양|1720||||
온몸|1736|명||B|
졸업생|7421|명|卒業生|B|3-1
잠들다|1721|동||B|
정20||명|情|B|
아끼다|2426|동||C|3-1
제도|1722||||
정신적|3263|명|精神的|B|
틀림없이|4166|부||C|3-1
규칙|1723||||
증상01||명|症狀|B|
역무실|51108||||3-1
크림|1726|명|cream|C|
출연하다02||동|出演-|B|
상담|2087||||3-1
여당|1728||||
강제01||명|强制|B|
겹치다|2289||||3-1
판결|1729|명|判決|C|
깨다01||동|술이 ~|B|
지루하다|3489||||3-1
긴장하다|1730|동|緊張-|B|
낚시|2382|명||B|
흡연|12613||||3-1
신청|1731||||
뛰어들다|2477|동||B|
관리하다|3813|동|管理-|C|3-1
자랑하다|1734||||
묻다01||동|옷에 흙이 ~|B|
고궁|19403||||3-1
취하다|1737||||
신부10||명|新婦|B|
재킷|4025||||3-1
영혼|1738||||
오징어|2419|명||B|
공연하다|4260||||3-1
곧바로|1739|부||B|
요금01||명|料金|B|
쓸데없이|6464|부||C|3-1
수치|1744||||
용돈|4857|명|用-|B|3-1
후회하다|1997|동|後悔-|B|3-1
안무|1747||||
전자06||명|電子|B|
돌려서|||||3-1
식구|1748||||
전해지다||동|傳-|B|
틈|5653||||3-1
사망|1749||||
현금04||명|現金|B|
건전지|10544||||3-1
양쪽|1750|명|兩-|B|
활발하다|3486|형|活潑-|B|
유익하다|5256||||3-1
라이브|1751||||
가리다03||동|시비를 ~|B|
전시회|2940|명|展示會|C|3-1
떼다|1754||||
껍질|3130|명||B|
관계없이|8236|부|關係-|C|3-1
케이스|1755||||
명령01||명|命令|B|
경력자|25581||||3-1
수술|1757||||
몰래01||부||B|
환불|8337||||3-1
특정|1758||||
무조건|16106|부|無條件|B|
놀리다|6751||||3-1
영역|1759||||
반장08||명|班長|B|
조심스럽다|2025|형|操心-|B|3-1
발생|1760|명|發生|B|
부근03||명|附近|B|
갖추다2|||||3-1
개미|1762||||
역사가|22124|명|歷史家|B|
풀다2|||||3-1
동의하다|1764||||
연구자|8832|명|硏究者|B|
지내보다|14619||||3-1
타이밍|1766||||
정리09||명|整理|B|
읽히다|6230||||3-1
이탈리아|1768||||
조그맣다|6209|형||B|
거절을|||||3-1
블랙|1769||||
줄기01||명||B|
고층|8559||||3-1
주소|1770||||
권하다|3726|동|勸-|B|
경기하다|14952||||3-1
바탕|1771||||
끝내||부||B|
자기소개|4567||||3-1
중얼거리다|1772|동||C|
대문03||명|大門|B|
알아주다|4377|동||C|3-1
황제|1773||||
시내03||명|市內|B|
혼이|||||3-1
합치다|1774|동|合-|B|
신02||명|~이 나다|B|
휴식|2798||||3-1
욕|1775||||
쏟다|2528|동||B|
카센터|23282||||3-1
거부하다|1776|동|拒否-|C|
연결하다01||동|連結-|B|
오디션|2371||||3-1
긍정적|1777|명|肯定的|B|
외교01||명|外交|B|
템플|42761||||3-1
해결|1778||||
과장07||명|課長|B|
처방전|15485||||3-1
뇌|1779||||
성공01||명|成功|B|
군데|23245|의||B|3-1
당분간|1780|부|當分間|C|
신청01||명|申請|B|
인스턴트식품|37214||||3-1
인마|1782||||
아픔|11398|명||B|
인원수|||||3-1
인식|1783||||
연기09||명|煙氣|B|
최신|30015|명|最新|C|3-1
영웅|1784|명|英雄|C|
이동03||명|移動|B|
지다|10874||||3-1
애초|1786||||
바위01||명||B|
소비하다|7792|동|消費-|C|3-1
평가하다|1787|동|評價-|C|
버릇01||명||B|
꾸다|||||3-1
예약|1788|명|豫約|B|
세워지다||동||B|
속마음|6122|명||C|3-1
기대되다|1790|동|期待-|C|
술집|3811|명||B|
실생활|11781||||3-1
소주|1791||||
쉬다04||동|숨을 ~|B|
감동적|4996|명|感動的|C|3-1
코너|1793|명|corner|B|
편안하다01||형|便安-|B|
자랑스럽다|2544|형||B|3-1
공동|1794||||
풍경01||명|風景|B|
한옥|8670||||3-1
검토하다|1795||||
갈다02||동|문지르다|B|
착각하다|2956|동|錯覺-|C|3-1
튀어나오다|1796|동||C|
교류01||명|交流|B|
커닝|24997||||3-1
토끼|1798|명||B|
글쓰기|4418|명||B|
굶다|3773|동||C|3-1
판사|1801||||
내내01||부||B|
귀하다|7212|형|貴-|C|3-1
불과하다|1804|형|不過-|C|
대기업|2851|명|大企業|B|
학력|7986||||3-1
책임지다|1805|동||C|
도구10||명|道具|B|
냉방|19418|명|冷房|C|3-1
요청|1806|명|要請|B|
부장07||명|部長|B|
강의|2534||||3-1
부딪히다|1807|동||C|
소03||명|동물|B|
다행스럽다|11124||||3-1
도로|1808||||
심리01||명|心理|B|
추천서|21269||||3-1
클럽|1810|명|club|C|
쏘다01||동||B|
화해하다|7802||||3-1
요렇다|1811||||
위치하다|2019|동|位置-|B|
접수|4207||||3-1
위반|1812||||
이틀01||명|시간|B|
품질|4225||||3-1
도구|1813||||
전달하다02||동|傳達-|B|
치우다|11245||||3-1
걱정되다|1814|동||B|
정말로|82483|부|正-|B|
구하다2|||||3-1
제작|1817||||
행동하다|2145|동|行動-|B|
진찰실|35099||||3-1
소송|1818||||
감동02||명|感動|B|
시급|13189||||3-1
그나마|1819|부||C|
굳이|69343|부||B|
일정표|21909||||3-1
적용하다|1820|동|適用-|B|
그늘|5028|명||B|
감동|2214||||3-1
초등학생|1821|명|初等學生|C|
달걀|2231|명||B|
넉넉하다|4536|형||C|3-1
적절하다|1822|형|適切-|C|
대중문화|17176|명|大衆文化|B|
입사하다|8012||||3-1
뒤집다|1823|동||B|
마련되다|2090|동||B|
뜻대로|37969|부||C|3-2
