word,source_book
들다,2-1.csv
기침약,2-1.csv
잡다,2-1.csv
펴다,2-1.csv
전망,2-1.csv
이모부,2-1.csv
요금,2-1.csv
볼링,2-1.csv
엽서,2-1.csv
고등학교,2-1.csv
홍대입구역,2-1.csv
대회,2-1.csv
찻잔,2-1.csv
벌다,2-1.csv
동물,2-1.csv
변비,2-1.csv
기억하다,2-1.csv
신선하다,2-1.csv
아무리,2-1.csv
잡지사,2-1.csv
결과,2-1.csv
덜다,2-1.csv
따로,2-1.csv
이마,2-1.csv
굽다,2-1.csv
윗사람,2-1.csv
경제학,2-1.csv
열리다,2-1.csv
단말기,2-1.csv
습관,2-1.csv
다니다,2-1.csv
관심,2-1.csv
그렇다,2-1.csv
건강,2-1.csv
왜냐하면,2-1.csv
밀다,2-1.csv
잘생기다,2-1.csv
롤러코스터,2-1.csv
이사하다,2-1.csv
쉰,2-1.csv
광고,2-1.csv
끝내다,2-1.csv
색깔,2-1.csv
참기름,2-1.csv
떡,2-1.csv
금지,2-1.csv
선택,2-1.csv
세탁기,2-1.csv
당근,2-1.csv
비다,2-1.csv
양념하다,2-1.csv
환영회,2-1.csv
출퇴근,2-1.csv
소독약,2-1.csv
짐,2-1.csv
풍경,2-1.csv
피,2-1.csv
학원,2-1.csv
냄새,2-1.csv
월급,2-1.csv
계산하다,2-1.csv
약사,2-1.csv
좌회전,2-1.csv
시간표,2-1.csv
바깥,2-1.csv
도시,2-1.csv
이불,2-1.csv
감,2-1.csv
매주,2-1.csv
분식집,2-1.csv
높이,2-1.csv
뜨겁다,2-1.csv
생활용품,2-1.csv
알아보다,2-1.csv
하얗다,2-1.csv
확인하다,2-1.csv
열쇠고리,2-1.csv
오르다,2-1.csv
점퍼,2-1.csv
감기약,2-1.csv
대답하다,2-1.csv
신청하다,2-1.csv
경험,2-1.csv
튀기다,2-1.csv
고모부,2-1.csv
겉,2-1.csv
얼굴,2-1.csv
기사,2-1.csv
외우다,2-1.csv
이모,2-1.csv
배달되다,2-1.csv
음,2-1.csv
과거,2-1.csv
춘천,2-1.csv
온천,2-1.csv
태풍,2-1.csv
손잡이,2-1.csv
회비,2-1.csv
모으다,2-1.csv
가전제품,2-1.csv
내다,2-1.csv
연예인,2-1.csv
기타,2-1.csv
푸르다,2-1.csv
박수를,2-1.csv
신문방송학,2-1.csv
어울리다,2-1.csv
세제,2-1.csv
객실,2-1.csv
지우다,2-1.csv
외롭다,2-1.csv
최저,2-1.csv
수학여행,2-1.csv
중요하다,2-1.csv
볼거리,2-1.csv
소스,2-1.csv
다녀오다,2-1.csv
비누,2-1.csv
새로,2-1.csv
즐기다,2-1.csv
배탈,2-1.csv
부엌,2-1.csv
장화,2-1.csv
당구,2-1.csv
포장하다,2-1.csv
버섯,2-1.csv
만지다,2-1.csv
감자,2-1.csv
공포,2-1.csv
접다,2-1.csv
외출,2-1.csv
무역,2-1.csv
열심히,2-1.csv
햄,2-1.csv
옷장,2-1.csv
기간,2-1.csv
상자,2-1.csv
칫솔,2-1.csv
초대장,2-1.csv
씻다,2-1.csv
예절,2-1.csv
드럼,2-1.csv
농구공,2-1.csv
약도,2-1.csv
샐러드,2-1.csv
큰아버지,2-1.csv
부부,2-1.csv
향초,2-1.csv
동아리,2-1.csv
서른,2-1.csv
하루,2-1.csv
교통카드,2-1.csv
그러나,2-1.csv
쓰레기통,2-1.csv
앞으로,2-1.csv
고모,2-1.csv
도장,2-1.csv
친척,2-1.csv
양념,2-1.csv
진지,2-1.csv
종로,2-1.csv
분위기,2-1.csv
동창회,2-1.csv
바비큐,2-1.csv
귀,2-1.csv
목소리,2-1.csv
날짜,2-1.csv
팔다,2-1.csv
갑자기,2-1.csv
낮다,2-1.csv
성격,2-1.csv
우회전,2-1.csv
사이즈,2-1.csv
지난번,2-1.csv
영문학,2-1.csv
항공사,2-1.csv
드디어,2-1.csv
포도,2-1.csv
잇다,2-1.csv
요리법,2-1.csv
관광지,2-1.csv
발,2-1.csv
기대,2-1.csv
주차하다,2-1.csv
록,2-1.csv
건강하다,2-1.csv
홍대,2-1.csv
연말,2-1.csv
환전,2-1.csv
유물,2-1.csv
끼다,2-1.csv
부치다,2-1.csv
화려하다,2-1.csv
별로,2-1.csv
가까이,2-1.csv
오래되다,2-1.csv
집들이,2-1.csv
안개,2-1.csv
점점,2-1.csv
전하다,2-1.csv
피아노,2-1.csv
소포,2-1.csv
넣다,2-1.csv
나다,2-1.csv
번호표,2-1.csv
외숙모,2-1.csv
흰색,2-1.csv
위치,2-1.csv
청바지,2-1.csv
옛날,2-1.csv
전쟁,2-1.csv
금방,2-1.csv
